Blancas;Negras;Resultado Blancas;Resultado Negras;ECO;Apertura;Variaci¢n
Stockfish 16 64-bit 4CPU;Obsidian 9.0 64-bit 4CPU;0,5;0,5;D37;Sistema 5.Af4;Sistema 5.Af4
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Sistema 5.Af4;Sistema 5.Af4
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;D37;Sistema 5.Af4;Sistema 5.Af4
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Sistema 5.Af4;Sistema 5.Af4
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;0,5;0,5;D37;Sistema 5.Af4;Sistema 5.Af4
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Sistema 5.Af4;Sistema 5.Af4
Stockfish 16 64-bit 4CPU;Caissa 1.17 64-bit 4CPU;0,5;0,5;D37;Sistema 5.Af4;Sistema 5.Af4
Stockfish 16 64-bit 4CPU;Clover 4.1 64-bit 4CPU;1;0;D31;Sistema Alatortsev;Sistema Alatortsev
Clover 4.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Stockfish 16 64-bit 4CPU;Seer 2.6.0 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Seer 2.6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Arasan 24.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Stockfish 16 64-bit 4CPU;Arasan 24.0 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Ginkgo Valencia 1.01 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Stockfish 16 64-bit 4CPU;Ginkgo Valencia 1.01 64-bit 4CPU;0,5;0,5;D31;Sistema Alatortsev;Sistema Alatortsev
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C80;Sistema Bernstein;Sistema Bernstein
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;1;0;C80;Sistema Bernstein;Sistema Bernstein
Clover 6.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C80;Sistema Bernstein;Sistema Bernstein
Marvin 6.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D63;Sistema Blackburne;Sistema Blackburne
Stockfish 16 64-bit 4CPU;Marvin 6.2.0 64-bit 4CPU;0,5;0,5;D63;Sistema Blackburne;Sistema Blackburne
Dragon by Komodo 3.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D63;Sistema Blackburne;Sistema Blackburne
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;D63;Sistema Blackburne;Sistema Blackburne
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D63;Sistema Blackburne;Sistema Blackburne
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;D63;Sistema Blackburne;Sistema Blackburne
Stockfish 16 64-bit 4CPU;Berserk 11.1 64-bit 4CPU;1;0;D17;Sistema Checo;Sistema Checo
Berserk 11.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D17;Sistema Checo;Sistema Checo
Booot 7.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D17;Sistema Checo;Sistema Checo
Stockfish 16 64-bit 4CPU;Booot 7.2 64-bit 4CPU;1;0;D17;Sistema Checo;Sistema Checo
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B72;Sistema Clasico;Sistema Clasico
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;0,5;0,5;B72;Sistema Clasico;Sistema Clasico
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B45;Sistema Clasico;Sistema Clasico
Stockfish 16 64-bit 4CPU;Alexandria 6.1.0 64-bit 4CPU;1;0;B45;Sistema Clasico;Sistema Clasico
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D35;Sistema del Cambio;Sistema del Cambio
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;1;0;D35;Sistema del Cambio;Sistema del Cambio
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D35;Sistema del Cambio;Sistema del Cambio
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;0,5;0,5;D35;Sistema del Cambio;Sistema del Cambio
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D35;Sistema del Cambio;Sistema del Cambio
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;1;0;D35;Sistema del Cambio;Sistema del Cambio
Igel 3.5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Stockfish 16 64-bit 4CPU;Rebel 16.2 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Rebel 16.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Stockfish 16 64-bit 4CPU;rofChade 3.0 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
rofChade 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;0,5;0,5;B97;Sistema del Peon Envenenado;Sistema del Peon Envenenado
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;1;0;D19;Sistema Euwe;Sistema Euwe
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D19;Sistema Euwe;Sistema Euwe
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D19;Sistema Euwe;Sistema Euwe
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;0,5;0,5;D19;Sistema Euwe;Sistema Euwe
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B96;Sistema Goteborg;Sistema Goteborg
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B96;Sistema Goteborg;Sistema Goteborg
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;0,5;0,5;B96;Sistema Goteborg;Sistema Goteborg
Stockfish 16 64-bit 4CPU;Arasan 23.5 64-bit 4CPU;1;0;B42;Sistema Kan;Sistema Kan
Arasan 23.5 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B42;Sistema Kan;Sistema Kan
Stockfish 16 64-bit 4CPU;Revenge 3.0 64-bit 4CPU;1;0;B42;Sistema Kan;Sistema Kan
Revenge 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B42;Sistema Kan;Sistema Kan
Arasan 24.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B41;Sistema Kan;Sistema Kan
Stockfish 16 64-bit 4CPU;Arasan 24.0 64-bit 4CPU;1;0;B41;Sistema Kan;Sistema Kan
Velvet 5.3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B43;Sistema Kan;Sistema Kan
Stockfish 16 64-bit 4CPU;Velvet 5.3.0 64-bit 4CPU;1;0;B43;Sistema Kan;Sistema Kan
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B42;Sistema Kan;Sistema Kan
Stockfish 16 64-bit 4CPU;rofChade 3.1 64-bit 4CPU;1;0;B42;Sistema Kan;Sistema Kan
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B43;Sistema Kan;Sistema Kan
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;0,5;0,5;B43;Sistema Kan;Sistema Kan
Obsidian 8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B41;Sistema Kan;Sistema Kan
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;1;0;B42;Sistema Kan;Sistema Kan
Stockfish 16 64-bit 4CPU;Stockfish 16.1 64-bit 4CPU;0,5;0,5;B42;Sistema Kan;Sistema Kan
Stockfish 16 64-bit 4CPU;Revenge 3.0 64-bit 4CPU;0,5;0,5;B81;Sistema Keres;Sistema Keres
Revenge 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B81;Sistema Keres;Sistema Keres
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;0,5;0,5;B81;Sistema Keres;Sistema Keres
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B81;Sistema Keres;Sistema Keres
Stockfish 16 64-bit 4CPU;SlowChess Blitz 2.9 64-bit 4CPU;0,5;0,5;B81;Sistema Keres;Sistema Keres
SlowChess Blitz 2.9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B81;Sistema Keres;Sistema Keres
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;1;0;B81;Sistema Keres;Sistema Keres
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B81;Sistema Keres;Sistema Keres
Clover 6.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B81;Sistema Keres;Sistema Keres
Stockfish 16 64-bit 4CPU;Clover 6.1 64-bit 4CPU;1;0;B81;Sistema Keres;Sistema Keres
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C15;Sistema Lapus Manus;Sistema Lapus Manus
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;C15;Sistema Lapus Manus;Sistema Lapus Manus
Igel 3.5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B97;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Seer 2.6.0 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Seer 2.6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;1;0;B92;Sistema Najdorf;Sistema Najdorf
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Igel 3.4.0 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Igel 3.4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Clover 4.1 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Clover 4.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.2 64-bit 4CPU;0,5;0,5;B91;Sistema Najdorf;Sistema Najdorf
Dragon by Komodo 3.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B91;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Booot 7.1 64-bit 4CPU;1;0;B95;Sistema Najdorf;Sistema Najdorf
Booot 7.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B95;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.2 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Dragon by Komodo 3.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Igel 3.4.0 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Igel 3.4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Seer 2.6.0 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Seer 2.6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Arasan 23.5 64-bit 4CPU;1;0;B92;Sistema Najdorf;Sistema Najdorf
Arasan 23.5 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Igel 3.4.0 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Igel 3.4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Rebel 16.2 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Rebel 16.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Berserk 11.1 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Berserk 11.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Koivisto 9.0 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Koivisto 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;1;0;B92;Sistema Najdorf;Sistema Najdorf
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Igel 3.4.0 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Igel 3.4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;rofChade 3.0 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
rofChade 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Booot 7.1 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Booot 7.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.2 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Dragon by Komodo 3.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Igel 3.4.0 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Igel 3.4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Koivisto 9.0 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Koivisto 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Seer 2.6.0 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Seer 2.6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;1;0;B92;Sistema Najdorf;Sistema Najdorf
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B96;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;1;0;B99;Sistema Najdorf;Sistema Najdorf
Caissa 1.9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.9 64-bit 4CPU;1;0;B92;Sistema Najdorf;Sistema Najdorf
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B94;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;1;0;B94;Sistema Najdorf;Sistema Najdorf
Booot 7.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B92;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Booot 7.2 64-bit 4CPU;1;0;B92;Sistema Najdorf;Sistema Najdorf
Velvet 5.3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Velvet 5.3.0 64-bit 4CPU;1;0;B92;Sistema Najdorf;Sistema Najdorf
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;0,5;0,5;B97;Sistema Najdorf;Sistema Najdorf
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Berserk 12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Berserk 12 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.14.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.14.1 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.14.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.14.1 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.14.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.14.1 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.14.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.14.1 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
Obsidian 8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B94;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Obsidian 8.0 64-bit 4CPU;1;0;B94;Sistema Najdorf;Sistema Najdorf
Caissa 1.15 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.15 64-bit 4CPU;1;0;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.15 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.15 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stormphrax 4.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B91;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Stormphrax 4.0.0 64-bit 4CPU;0,5;0,5;B91;Sistema Najdorf;Sistema Najdorf
Caissa 1.15 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.15 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B96;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;0,5;0,5;B96;Sistema Najdorf;Sistema Najdorf
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B90;Sistema Najdorf;Sistema Najdorf
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;B90;Sistema Najdorf;Sistema Najdorf
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Sistema Najdorf;Sistema Najdorf
